,,,,,,annual_inc,annual_inc,dti,dti,installment,installment,int_rate,int_rate,loan_amnt,loan_amnt,revol_bal,revol_bal,revol_util,revol_util,total_pymnt,total_pymnt
loan_status,,,,,,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid,Charged Off,Fully Paid
term,grade,purpose,emp_length,home_ownership,verification_status,,,,,,,,,,,,,,,,
 36 months,F,credit_card,new,MORTGAGE,Not Verified,,120000,,22.36,,376.7,,20.99,,10000,,5392,,67.5,,12656.37639
 36 months,F,credit_card,new,MORTGAGE,Verified,93600,120000,14.29,24.97,815.25,910.44,19.79,18.53,22000,25000,35565,96565,98.8,88.9,1626.36,32775.94738
 36 months,F,credit_card,new,RENT,Not Verified,,46450,,14.99,,232.15,,18.255,,6400,,13780.5,,85.55,,8357.259663
 36 months,F,credit_card,new,RENT,Verified,,115000,,16.63,,732.95,,18.395,,20000,,32682,,95.25,,26385.84596
 36 months,F,credit_card,old,MORTGAGE,Not Verified,100000,,19.75,,904.88,,18.09,,25000,,73999,,86.8,,23110.95,
 36 months,F,credit_card,old,MORTGAGE,Source Verified,,72000,,16.82,,677.14,,20.89,,18000,,7402,,42.8,,24376.79409
 36 months,F,credit_card,old,MORTGAGE,Verified,130500,102500,11.24,19.26,907.54,984.54,18.295,18.62,25000,27000,38941.5,57777.5,79,80.05,12739.735,34049.63762
 36 months,F,credit_card,old,RENT,Source Verified,,75000,,21.82,,577.51,,21.74,,15175,,37182,,70.6,,20789.90828
 36 months,F,debt_consolidation,mid,MORTGAGE,Not Verified,,83000,,15.125,,805.69,,18.31,,22200,,11396,,38.35,,26655.82659
 36 months,F,debt_consolidation,mid,MORTGAGE,Source Verified,163182.5,63000,11.3,18.74,905.76,414.37,18.15,20.99,25000,11000,19986.5,8986,76.9,49.1,15459.505,14917.28357
 36 months,F,debt_consolidation,mid,MORTGAGE,Verified,202000,140000,14.03,13.74,790.73,634.8,17.58,17.965,22000,22250,31008,44610,79.8,76.75,11096.85,21620.91751
 36 months,F,debt_consolidation,mid,RENT,Not Verified,54000,25300,10.04,22.365,571.64,118.305,18.43,18.79,16000,3475,2696,513.5,98.3,53.7,4201.08,4259.328673
 36 months,F,debt_consolidation,mid,RENT,Source Verified,,45600,,10.79,,406.75,,19.275,,11000,,8020,,96.55,,14706.24843
 36 months,F,debt_consolidation,mid,RENT,Verified,,79000,,15.51,,549.77,,19.04,,15000,,8556,,83.6,,16136.7088
 36 months,F,debt_consolidation,new,MORTGAGE,Not Verified,,132950,,19.84,,510.64,,17.34,,14500,,53699.5,,95.9,,18136.59689
 36 months,F,debt_consolidation,new,MORTGAGE,Source Verified,,140000,,9.78,,687.06,,17.8,,19200,,20732,,92.4,,21867.38968
 36 months,F,debt_consolidation,new,MORTGAGE,Verified,74400,75000,19.43,16.825,427.355,607.93,19.78,18.975,11600,16500,19396.5,13277,71.6,70,11877.005,21637.18001
 36 months,F,debt_consolidation,new,OWN,Not Verified,,31200,,11.73,,506.74,,18.09,,14000,,15767,,93.1,,17511.3206
 36 months,F,debt_consolidation,new,OWN,Verified,,85000,,12.51,,363.7,,18.43,,10000,,12337,,96.4,,13106.20877
 36 months,F,debt_consolidation,new,RENT,Not Verified,235000,52000,7.28,16.03,907.6,282.8,18.3,19.04,25000,7750,28897,9753,46.9,95.9,14112.72,10138.54499
 36 months,F,debt_consolidation,new,RENT,Source Verified,38500,50004,3.75,5.43,111.56,431.31,20.14,18.25,3000,12000,1485.5,8735,99.1,85.6,1220.435,15393.78934
 36 months,F,debt_consolidation,new,RENT,Verified,111000,54000,9.54,11.07,797.275,465.2,18.05,18.62,22000,13000,15964,10978,86.5,92.6,6536.385,14692.88544
 36 months,F,debt_consolidation,old,MORTGAGE,Not Verified,82000,77200,19.96,18.785,387.17,694.765,16.08,18.365,20000,19125,19608,17287,31.1,92.9,5419.8,24724.63426
 36 months,F,debt_consolidation,old,MORTGAGE,Source Verified,,96000,,16.99,,623.295,,18.77,,17000,,22612.5,,65,,21816.48464
 36 months,F,debt_consolidation,old,MORTGAGE,Verified,95000,90500,14.06,14.375,901.31,697.015,19.74,18.46,25000,21400,19505,20771.5,72.6,94.8,15560.01,25128.82333
 36 months,F,debt_consolidation,old,RENT,Not Verified,,60401,,9.505,,471.455,,18.15,,13000,,6608,,65.75,,16863.32446
 36 months,F,debt_consolidation,old,RENT,Source Verified,,93150,,15.59,,548.445,,18.485,,15200,,27090.5,,86.65,,19744.47273
 36 months,F,debt_consolidation,old,RENT,Verified,67000,96000,16.95,16.57,725.56,907.58,20.25,18.62,20000,25000,18702,22619,89.1,68.3,15214.98,28930.54862
 36 months,F,educational,new,RENT,Not Verified,,55000,,26.05,,105.97,,16.33,,3000,,19487,,89.2,,3814.483177
 36 months,F,educational,old,MORTGAGE,Verified,105900,145000,20.39,19.97,492.76,108.3,16.08,17.9,24000,3000,33627,29748,74.7,51.3,10347.35,3914.187552
 36 months,F,home_improvement,mid,MORTGAGE,Not Verified,85000,,17.36,,589.86,,19.41,,16000,,19126,,75.6,,2357.68,
 36 months,F,home_improvement,mid,MORTGAGE,Verified,,79985,,3.9,,302.89,,21.36,,8000,,3431,,31.8,,10903.60441
 36 months,F,home_improvement,mid,RENT,Not Verified,,33600,,24.21,,55.3,,19.41,,1500,,299,,99.7,,1990.588554
 36 months,F,home_improvement,new,MORTGAGE,Verified,,80650,,13.05,,312.085,,18.31,,8600,,40144.5,,98.75,,11619.70512
 36 months,F,home_improvement,new,OWN,Verified,,300000,,9.61,,553.88,,19.41,,24250,,51911,,93,,15268.82
 36 months,F,home_improvement,old,OWN,Not Verified,,42642.71,,13.56,,350.39,,15.76,,10000,,2076,,23.1,,12326.70792
 36 months,F,house,mid,RENT,Source Verified,,44400,,13.86,,595.58,,21.74,,15650,,10605,,67.1,,16533.80742
 36 months,F,house,new,OWN,Verified,,101300,,14.42,,644.12,,17.26,,18000,,3781,,16.3,,18512.53738
 36 months,F,house,new,RENT,Not Verified,,38400,,9.69,,803.99,,18.78,,22000,,12863,,37.9,,24088.11863
 36 months,F,major_purchase,mid,OWN,Verified,600000,,7.09,,872.88,,18.43,,24000,,58222,,39,,1741.36,
 36 months,F,major_purchase,new,OWN,Not Verified,,15600,,6.38,,115.83,,18.09,,3200,,1594,,99.6,,3248.387775
 36 months,F,major_purchase,new,OWN,Verified,,220000,,2.14,,542.86,,19.41,,14725,,82265,,27.8,,15490.68771
 36 months,F,major_purchase,new,RENT,Not Verified,,57600,,10.17,,377.3,,18.25,,10400,,3348,,49.2,,12868.83483
 36 months,F,medical,mid,OTHER,Verified,,97000,,16.53,,249.68,,17.03,,25000,,1349,,8.3,,8988.182877
 36 months,F,medical,new,RENT,Not Verified,60000,,11.04,,359.82,,20.62,,9600,,21949,,99.3,,782.05,
 36 months,F,medical,new,RENT,Verified,80000,48000,0.08,13.38,363.7,751.47,18.43,17.26,10000,21000,167,0,11.1,0,10678.58,28858.80654
 36 months,F,moving,mid,RENT,Not Verified,,23000,,15.695,,48.755,,20.525,,1300,,1629.5,,98.75,,1755.062037
 36 months,F,moving,new,RENT,Source Verified,36500,,20.48,,258.79,,21.74,,6800,,6525,,89.4,,6128.51,
 36 months,F,other,mid,MORTGAGE,Not Verified,78000,,21.05,,696.89,,19.04,,19000,,13528,,89,,15371.78,
 36 months,F,other,mid,OWN,Verified,,115000,,11.79,,293.77,,19.13,,8000,,17267,,29.1,,10561.69898
 36 months,F,other,mid,RENT,Source Verified,,21702,,12.005,,91.75,,19.395,,2500,,2362,,98.1,,3192.041823
 36 months,F,other,mid,RENT,Verified,21000,,7.14,,188.1,,20.89,,5000,,496,,99.2,,5802.34,
 36 months,F,other,new,MORTGAGE,Not Verified,,230000,,14.43,,916.95,,19.04,,25000,,39476,,78.3,,29474.65744
 36 months,F,other,new,MORTGAGE,Verified,,110400,,24.2,,370.63,,21.28,,9800,,27743,,41,,10940.99905
 36 months,F,other,new,OWN,Not Verified,,80000,,0.38,,220.33,,19.13,,6000,,234,,3.3,,7931.970381
 36 months,F,other,new,RENT,Not Verified,64575,41000,19.36,7.52,590.35,253.37,19.47,18.09,16000,7000,9605,8704,86.5,97.4,5966.4,8184.760803
 36 months,F,other,new,RENT,Source Verified,,35000,,10.645,,221.96,,19.6,,6000,,4331,,92.5,,7386.032166
 36 months,F,other,old,MORTGAGE,Not Verified,70000,,14.97,,150.48,,20.89,,4000,,4609,,16.9,,3440.65,
 36 months,F,other,old,MORTGAGE,Verified,70000,106000,21.02,12.29,904.88,362.38,18.09,18.17,25000,10000,37893,828,74.4,41.4,14477.45,12966.60928
 36 months,F,other,old,RENT,Verified,,105000,,7.61,,405.275,,18.885,,11000,,15742.5,,97.85,,14312.90466
 36 months,F,small_business,new,MORTGAGE,Not Verified,50000,104700,17.28,9.265,73.45,461.43,19.13,18.78,2000,12700,11132,5642,98.5,39.1,2176.46,15997.21812
 36 months,F,small_business,new,MORTGAGE,Verified,125000,,22.8,,481.66,,18.67,,13200,,57240,,90.2,,1442.85,
 36 months,F,small_business,new,OTHER,Verified,85000,,4.93,,902.5,,17.9,,25000,,2036,,10.1,,18049.62,
 36 months,F,small_business,new,OWN,Not Verified,30288.24,,2.5,,184.49,,19.47,,5000,,2077,,64.9,,2944.03,
 36 months,F,small_business,new,RENT,Not Verified,35000,48000,1.78,7.35,184.49,188.22,19.47,18.43,5000,5175,4198,3688,44.2,67.6,6117.82,6018.257115
 36 months,F,small_business,new,RENT,Source Verified,,29400,,11.185,,173.13,,19.47,,4750,,6750.5,,86.3,,5620.229677
 36 months,F,small_business,old,MORTGAGE,Source Verified,,170000,,19.98,,733.02,,18.99,,20000,,72665,,94.3,,26389.52189
 36 months,F,small_business,old,MORTGAGE,Verified,60000,85000,1.58,15.315,538.98,454.625,18.53,18.43,14800,12500,8476,34377.5,66.7,54,5387.4,16059.36827
 36 months,F,wedding,mid,MORTGAGE,Not Verified,,79577,,12.96,,275.09,,19.04,,7500,,7302,,88,,9633.665639
 36 months,F,wedding,new,MORTGAGE,Source Verified,,185000,,0.58,,374.81,,20.62,,10000,,2446,,97.8,,13492.78692
 36 months,F,wedding,new,RENT,Not Verified,38698,80000,9.86,15.6,290.96,657.81,18.43,18.78,8000,18000,298,11184,99.3,93.2,9628.86,23781.47754
 36 months,G,credit_card,mid,RENT,Not Verified,,65000,,15.93,,745.01,,20.17,,20000,,4569,,95.2,,26869.34786
 36 months,G,credit_card,old,MORTGAGE,Verified,,134725,,14.625,,923.945,,21.065,,24500,,35735.5,,97.95,,32909.80221
 36 months,G,debt_consolidation,mid,MORTGAGE,Verified,,120000,,19.69,,929.48,,20.03,,25000,,66753,,95.8,,33476.58466
 36 months,G,debt_consolidation,mid,OWN,Not Verified,69000,,24.52,,771.28,,20.9,,20500,,16491,,99.9,,15418.6,
 36 months,G,debt_consolidation,mid,RENT,Source Verified,,40000,,13.21,,276.865,,21.69,,7250,,6617.5,,93.55,,9986.612495
 36 months,G,debt_consolidation,mid,RENT,Verified,115872,100000,20.71,12.73,892.3,924.77,20.03,19.66,24000,25000,17926,36644,90.1,93,7160.68,32309.83775
 36 months,G,debt_consolidation,new,MORTGAGE,Not Verified,125000,,19.87,,746.24,,21.21,,19750,,90063,,79.6,,8477.44,
 36 months,G,debt_consolidation,new,MORTGAGE,Source Verified,108000,,16.33,,377.47,,21.14,,10000,,26864,,78.5,,1883.25,
 36 months,G,debt_consolidation,new,OWN,Not Verified,,135000,,12.78,,827.33,,20.86,,22000,,62553,,44.2,,29784.16746
 36 months,G,debt_consolidation,new,OWN,Source Verified,,27000,,10.22,,428.03,,20.11,,11500,,11312,,99.2,,13678.99551
 36 months,G,debt_consolidation,new,RENT,Source Verified,,147000,,11.53,,892.3,,20.03,,24000,,26120,,89.1,,31617.1088
 36 months,G,debt_consolidation,new,RENT,Verified,,95000,,21.47,,863.85,,23.22,,22250,,18724,,99.1,,32123.28997
 36 months,G,debt_consolidation,old,MORTGAGE,Not Verified,60000,114000,19.8,23.12,876.36,931.09,18.72,20.16,24000,25000,23555,21957,60.3,50.2,2627.79,28458.39589
 36 months,G,debt_consolidation,old,MORTGAGE,Verified,300000,140000,19.32,21.28,691.91,929.48,22.48,20.53,18000,25000,70177,32867,74.9,84.1,13719.62,30711.3752
 36 months,G,debt_consolidation,old,OWN,Verified,80000,,17.07,,1302.69,,20.11,,35000,,42435,,94.7,,6456.99,
 36 months,G,debt_consolidation,old,RENT,Not Verified,,43680,,5.22,,556.1,,19.82,,15000,,12390,,98.3,,17798.82352
 36 months,G,debt_consolidation,old,RENT,Source Verified,,40255,,15.26,,229.49,,22.11,,6000,,2208,,51.3,,7909.836171
 36 months,G,debt_consolidation,old,RENT,Verified,50000,62000,12.86,15.45,747.36,816.14,20.4,21.21,20000,21600,3287,10190,99.6,98.9,5306.33,29421.54322
 36 months,G,home_improvement,old,RENT,Not Verified,,120000,,2.35,,893.85,,20.16,,24000,,366,,4.3,,32241.71573
 36 months,G,house,mid,MORTGAGE,Not Verified,45600,,0.53,,94.02,,20.86,,2500,,2106,,91.6,,2672,
 36 months,G,house,mid,OWN,Not Verified,,81840,,1.44,,945.35,,21.27,,25000,,67,,1.3,,34829.52966
 36 months,G,house,old,MORTGAGE,Source Verified,,66000,,13.07,,931.13,,20.16,,25000,,0,,0,,33524.19661
 36 months,G,other,new,MORTGAGE,Not Verified,123000,,5.84,,458.46,,19.04,,12500,,13363,,99,,14025.37,
 36 months,G,renewable_energy,old,RENT,Verified,203000,,20.74,,950.12,,21.64,,25000,,90633,,98.6,,14687.91,
 36 months,G,small_business,mid,MORTGAGE,Verified,,127500,,19.19,,922.46,,19.475,,25000,,17207,,54.2,,29447.01089
 36 months,G,small_business,mid,RENT,Not Verified,50000,41000,6,10.99,186.26,288.905,20.17,19.49,5000,7800,9814,5513.5,59.5,78.4,3841.23,10401.00164
 36 months,G,small_business,new,MORTGAGE,Not Verified,60000,76800,8.04,5.72,931.09,755.69,20.16,21.21,25000,20000,14729,500,85.6,83.3,18924.18,25166.27588
 36 months,G,small_business,new,MORTGAGE,Verified,52000,100000,22.59,6.76,183.69,914.42,19.16,18.84,5000,25000,22312,38898,81.1,80.5,582.59,29426.06522
 36 months,G,small_business,new,RENT,Not Verified,30000,103998,8.12,7.99,299.43,338.285,20.52,20.515,8000,9000,7327,7871.5,86.2,31.35,2988.2,11479.22308
 36 months,G,small_business,new,RENT,Verified,39600,,10.67,,426.63,,19.965,,11475,,6668.5,,29.5,,10939.45,
 36 months,G,small_business,old,MORTGAGE,Not Verified,62900,65000,4.06,14.56,235.47,501.555,21.59,19.995,6200,13500,6052,7282.5,58.2,88.55,3052.51,17955.61322
 36 months,G,small_business,old,MORTGAGE,Verified,53000,50000,15.26,12.6,287.2,438.93,19.79,18.84,7750,12000,11835,11957,98.6,43.5,8843.42,15801.01287
 36 months,G,small_business,old,RENT,Verified,94000,34800,5.36,5.93,623.4,352.67,20.11,19.16,16750,9600,5848,11670,24.3,81.6,8208.9,12348.90999
 36 months,G,wedding,new,MORTGAGE,Verified,80000,,13.46,,710.77,,20.48,,19000,,12480,,99.8,,15459.8,
 60 months,A,car,mid,MORTGAGE,Not Verified,,66800,,7.955,,123.075,,7.88,,7250,,7221.5,,16.6,,7005.338445
 60 months,A,car,mid,MORTGAGE,Source Verified,,78996,,19.47,,119.63,,7.29,,6000,,2994,,5.5,,7177.790005
 60 months,A,car,mid,MORTGAGE,Verified,,118392,,9.75,,181.98,,7.88,,9000,,2969,,12.7,,10918.15001
 60 months,A,car,mid,OWN,Not Verified,,42083,,4.89,,182.04,,7.89,,9000,,2227,,6,,9110.016472
 60 months,A,car,mid,RENT,Not Verified,,42000,,8.47,,68.085,,6.35,,4362.5,,8406.5,,34.8,,4025.319
 60 months,A,car,mid,RENT,Source Verified,,42000,,7.465,,116.495,,7.21,,7850,,1831.5,,4.05,,6994.772172
 60 months,A,car,new,MORTGAGE,Not Verified,,40000,,13.2,,100.22,,7.51,,5000,,11013,,28.6,,5691.784986
 60 months,A,car,new,MORTGAGE,Source Verified,,59385.6,,13.53,,90.52,,7.66,,4500,,4931,,38.5,,4810.13284
 60 months,A,car,new,MORTGAGE,Verified,,66000,,13.64,,101.1,,7.88,,5000,,5579,,12.8,,5327.062991
 60 months,A,car,new,RENT,Not Verified,,27600,,9.61,,40.23,,7.66,,2000,,606,,5.2,,2413.664091
 60 months,A,car,new,RENT,Source Verified,,70000,,10.3,,300.14,,6.54,,15325,,4448,,0,,18008.28915
 60 months,A,car,new,RENT,Verified,,70500,,18.86,,158.94,,7.14,,8000,,8592,,23.9,,9536.3
 60 months,A,car,old,MORTGAGE,Not Verified,77954,60600,4.53,8.65,248.52,108.075,8.9,7.77,12000,5300,5511,4737,17.1,13.3,2601.33,6006.481407
 60 months,A,car,old,MORTGAGE,Source Verified,36566.4,76998,24.82,12.625,323.16,122.79,6.54,8.185,16500,6000,18654,9804.5,28.6,13.45,17127.48,7198.713814
 60 months,A,car,old,MORTGAGE,Verified,60000,106628,10.44,1.79,99.7,131.43,7.29,7.88,5000,6500,10847,1193,40.2,5.65,4510.49,7607.617775
 60 months,A,car,old,OWN,Source Verified,,79200,,1.91,,128.12,,6.17,,6600,,1223,,3.4,,7687.119902
 60 months,A,car,old,RENT,Not Verified,,65000,,6.13,,151.79,,6.54,,12000,,17291,,24,,9106.897306
 60 months,A,credit_card,mid,MORTGAGE,Not Verified,,65000,,15.58,,140.26,,6.17,,11200,,7997,,19.2,,8191.629847
 60 months,A,credit_card,mid,MORTGAGE,Verified,,107400,,23.56,,298.36,,6.91,,24250,,66805,,64.9,,17901.40966
 60 months,A,credit_card,mid,RENT,Verified,,92500,,11.07,,154.33,,6.54,,7850,,12100.5,,14.85,,8603.819049
 60 months,A,credit_card,new,MORTGAGE,Not Verified,,31200,,7.415,,154.705,,7.585,,10200,,11513,,37.4,,9282.223193
 60 months,A,credit_card,new,MORTGAGE,Verified,25200,,16.67,,99.08,,7.88,,4900,,12016,,28.4,,4583.94,
 60 months,A,credit_card,new,RENT,Not Verified,30000,37000,21.08,12.45,72.79,150.64,7.88,7.88,3600,12000,1462,6543,30.5,27,3202.76,9025.757946
 60 months,A,credit_card,new,RENT,Source Verified,,52500,,12.105,,200.84,,7.1,,13550,,6730,,35.95,,11146.785
 60 months,A,credit_card,new,RENT,Verified,,36000,,11.235,,253.425,,7.395,,12750,,11709.5,,6.65,,13490.31037
 60 months,A,credit_card,old,MORTGAGE,Not Verified,,69000,,12.875,,217.555,,7.695,,14200,,11136,,24,,12793.34404
 60 months,A,credit_card,old,MORTGAGE,Source Verified,,66250,,12.54,,201.945,,7.77,,10000,,11311,,31.9,,11709.9466
 60 months,A,credit_card,old,MORTGAGE,Verified,,53400,,22.67,,155.3,,6.17,,8000,,26491,,51.6,,8952.701091
 60 months,A,credit_card,old,OWN,Source Verified,,65000,,13.24,,149.01,,7.14,,7500,,19092,,21.3,,8940.239996
 60 months,A,credit_card,old,OWN,Verified,,50000,,21.31,,309.72,,6.91,,24250,,26260,,46.7,,18574.26999
 60 months,A,credit_card,old,RENT,Not Verified,,33912,,24.035,,122.48,,7.1,,8450,,5182.5,,25.45,,7162.208591
 60 months,A,credit_card,old,RENT,Verified,,60000,,18.48,,151.16,,6.91,,12000,,20057,,26.7,,8931.373535
 60 months,A,debt_consolidation,mid,MORTGAGE,Not Verified,57500,65000,17.815,9.9,72.55,147.67,7.395,7.66,3625,12000,14880,4206,37.15,30.9,1779.15,8805.594414
 60 months,A,debt_consolidation,mid,MORTGAGE,Source Verified,,67120,,11.725,,249.62,,6.91,,13050,,12638,,31.65,,14079.53827
 60 months,A,debt_consolidation,mid,MORTGAGE,Verified,,55000,,15.68,,120.26,,6.91,,12000,,13459,,38.9,,7215.330003
 60 months,A,debt_consolidation,mid,OWN,Source Verified,,66250,,10.635,,268.045,,8.695,,13000,,9436.5,,17.05,,15947.415
 60 months,A,debt_consolidation,mid,OWN,Verified,,63500,,19.48,,253.63,,6.54,,20000,,27198,,34.7,,15209.46
 60 months,A,debt_consolidation,mid,RENT,Not Verified,,48150,,15.49,,164.1,,7.585,,10500,,2106,,11.3,,9111.219271
 60 months,A,debt_consolidation,mid,RENT,Source Verified,30000,29544,11,25.63,117.51,120.69,6.54,7.66,6000,6000,11290,2275,33.7,56.9,2349.82,6906.652557
 60 months,A,debt_consolidation,mid,RENT,Verified,,59000,,13.46,,295.4,,6.91,,19000,,10399,,37.1,,16612.41031
 60 months,A,debt_consolidation,new,MORTGAGE,Not Verified,,45000,,12.2,,186.36,,6.91,,11000,,3925,,29.1,,10860.77252
 60 months,A,debt_consolidation,new,MORTGAGE,Source Verified,47500,46000,10.64,6.55,316.15,312.19,6.91,6.91,16000,18000,14636,14126,68.4,22.1,12905.79,16572.35703
 60 months,A,debt_consolidation,new,MORTGAGE,Verified,,82498,,14.53,,199.105,,6.35,,13100,,8567,,23.8,,11931.0738
 60 months,A,debt_consolidation,new,OWN,Not Verified,,12000,,28,,54.09,,7.49,,2700,,5118,,25.8,,3026.409776
 60 months,A,debt_consolidation,new,RENT,Not Verified,51204,42500,25.12,11.785,165.68,117.555,8.9,7.5,8000,7200,20888,5944,37.6,24.95,4639.04,6547.115391
 60 months,A,debt_consolidation,new,RENT,Source Verified,65000,46500,3.12,12.955,298.23,164.19,8.9,7.325,14400,9700,2105,4528.5,7.2,34,9997.94,9432.471046
 60 months,A,debt_consolidation,new,RENT,Verified,45042,42900,10.73,19.08,183.765,198.68,8.195,6.725,9000,12500,2731.5,3467,11.85,31.45,4300.25,11639.0315
 60 months,A,debt_consolidation,old,MORTGAGE,Not Verified,67500,62000,9.475,13.68,227.23,164.1,8.205,7.51,14000,12000,3613,14464,11.35,24.9,5269.155,9824.57
 60 months,A,debt_consolidation,old,MORTGAGE,Source Verified,39998,70000,14.79,11.89,227.295,211.11,8.9,7.66,12500,12600,9869.5,4600,44.2,17.4,6635.515,12486.85763
 60 months,A,debt_consolidation,old,MORTGAGE,Verified,53102,72816,18.93,12.425,246.15,250.91,7.9,6.91,12000,15000,14816,11974.5,28.5,30.45,4676.34,14212.00009
 60 months,A,debt_consolidation,old,OWN,Verified,,60000,,7.33,,211.93,,7.21,,14500,,7247.5,,11.05,,12695.55001
 60 months,A,debt_consolidation,old,RENT,Not Verified,,31000,,6.77,,99.7,,7.29,,5000,,7415,,10.8,,5975.13
 60 months,A,debt_consolidation,old,RENT,Source Verified,,112557,,11.43,,391.7,,6.54,,20000,,3389,,7,,22101.91478
 60 months,A,debt_consolidation,old,RENT,Verified,,42542,,16.075,,337.825,,7.2,,17000,,17096.5,,47.1,,20030.22976
 60 months,A,home_improvement,mid,MORTGAGE,Not Verified,,59502,,8.38,,171.07,,6.725,,10200,,3359.5,,15.95,,10076.5184
 60 months,A,home_improvement,mid,MORTGAGE,Verified,,100000,,5.05,,243.53,,6.91,,20000,,16160,,35.2,,14611.56897
 60 months,A,home_improvement,new,MORTGAGE,Not Verified,,46500,,13.55,,178.405,,7.77,,8887.5,,2844.5,,6.75,,10084.95628
 60 months,A,home_improvement,new,MORTGAGE,Source Verified,56964,,0.86,,312.52,,7.49,,15600,,1355,,11.9,,13034.89,
 60 months,A,home_improvement,new,MORTGAGE,Verified,,101500,,16.03,,254.645,,6.91,,20000,,18399,,18.8,,14604.90862
 60 months,A,home_improvement,new,OWN,Verified,,30000,,6.4,,136.86,,6.17,,10000,,592,,3.8,,8177.410002
 60 months,A,home_improvement,new,RENT,Verified,,32400,,14.52,,60.66,,7.88,,3000,,3135,,29,,3559.966463
 60 months,A,home_improvement,old,MORTGAGE,Not Verified,,49000,,9.095,,189.595,,7.88,,11350,,1868,,12.7,,10772.98338
 60 months,A,home_improvement,old,MORTGAGE,Source Verified,,67500,,5.35,,181.72,,7.88,,11000,,4757.5,,7.9,,10677.61495
 60 months,A,home_improvement,old,MORTGAGE,Verified,42000,59950,6.23,10.525,318.62,235.87,6.91,7.025,24250,18000,8812,27895.5,26.1,16.05,13256.51,13551.37075
 60 months,A,home_improvement,old,OWN,Source Verified,,90000,,12.87,,296.39,,6.91,,15000,,4997,,13,,17782.78994
 60 months,A,house,mid,RENT,Not Verified,,45000,,23.44,,247.18,,7.88,,19750,,10111,,37.1,,14830.18923
 60 months,A,house,new,RENT,Not Verified,,67500,,5.39,,119.63,,7.29,,6000,,2725,,9.7,,6842.904255
 60 months,A,house,old,MORTGAGE,Not Verified,57600,,12.17,,116.26,,7.88,,9000,,42972,,56.9,,347.34,
 60 months,A,house,old,MORTGAGE,Verified,,40000,,25.23,,309.5,,7.9,,15300,,124659,,8.8,,16895.60618
 60 months,A,major_purchase,mid,MORTGAGE,Not Verified,80000,45000,1.88,6.77,92,80.88,7.88,7.88,4550,4000,5622,14997,51.6,22.1,3341.11,4323.00878
 60 months,A,major_purchase,mid,MORTGAGE,Source Verified,,21237.5,,13.425,,52.77,,7.695,,2625,,8570.5,,32.6,,3160.9373
